ocid,releases/0/id,releases/0/awards/0/id,releases/0/awards/0/status,releases/0/awards/0/date,releases/0/awards/0/value/amount,releases/0/awards/0/value/currency,releases/0/awards/0/relatedLots
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1910568,active,2021-03-25T12:00:00Z,103825,EUR,8483023C06
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1854943,active,2020-12-21T12:00:00Z,412400,EUR,8483312A84
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857231,active,2020-12-21T12:00:00Z,96475,EUR,8484476B14
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857380,active,2020-12-21T12:00:00Z,181150,EUR,8484835358
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857146,active,2020-12-21T12:00:00Z,234975,EUR,848433029B
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858692,active,2020-12-21T12:00:00Z,119350,EUR,848564716E
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858178,active,2020-12-21T12:00:00Z,148365,EUR,848500821C
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1911898,active,2021-04-15T12:00:00Z,131775,EUR,84830355EF
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852247,active,2020-12-21T12:00:00Z,591175,EUR,84830133C8
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858427,active,2020-12-21T12:00:00Z,111175,EUR,8485060D02
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1914119,active,2021-03-19T12:00:00Z,30225,EUR,8485071618
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855034,active,2020-12-21T12:00:00Z,221651.25,EUR,8483627E75
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857433,active,2020-12-21T12:00:00Z,297125,EUR,848493450A
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855254,active,2020-12-21T12:00:00Z,264375,EUR,848412596D
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858419,active,2020-12-21T12:00:00Z,101650,EUR,8485057A89
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858164,active,2020-12-21T12:00:00Z,175350,EUR,8484995760
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1854907,active,2020-12-21T12:00:00Z,283322.5,EUR,8483045E2D
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857294,active,2020-12-21T12:00:00Z,141400,EUR,8484824A42
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855081,active,2020-12-21T12:00:00Z,272450,EUR,8483695695
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855065,active,2020-12-21T12:00:00Z,549650,EUR,848366804F
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858375,active,2020-12-21T12:00:00Z,178875,EUR,8485031516
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857300,active,2020-12-21T12:00:00Z,216450,EUR,848483100C
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858172,active,2020-12-21T12:00:00Z,297400,EUR,8485000B7F
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852319,active,2021-04-15T12:00:00Z,64800,EUR,8483032376
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857422,active,2020-12-21T12:00:00Z,178875,EUR,8484927F40
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858694,active,2020-12-21T12:00:00Z,103720,EUR,8485659B52
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855139,active,2020-12-21T12:00:00Z,99375,EUR,8483806230
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855132,active,2020-12-21T12:00:00Z,152375,EUR,8483720B35
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858299,active,2020-12-21T12:00:00Z,92025,EUR,8485017987
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855074,active,2020-12-21T12:00:00Z,181510,EUR,8483687FF8
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855241,active,2020-12-21T12:00:00Z,214375,EUR,8484116202
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858562,active,2020-12-21T12:00:00Z,76600,EUR,8485290AD0
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1854960,active,2020-12-21T12:00:00Z,52387.5,EUR,8483440427
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1861154,active,2021-01-22T12:00:00Z,50825,EUR,84848900BC
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858539,active,2020-12-21T12:00:00Z,187050,EUR,8485234C99
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1854923,active,2020-12-21T12:00:00Z,145750,EUR,8483269709
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858603,active,2020-12-21T12:00:00Z,153925,EUR,84854731D7
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852327,active,2020-12-21T12:00:00Z,208085,EUR,8483038868
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855220,active,2020-12-21T12:00:00Z,151750,EUR,848394333E
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857220,active,2020-12-21T12:00:00Z,201750,EUR,8484460DDF
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1854915,active,2020-12-21T12:00:00Z,444075,EUR,848324640F
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858582,active,2020-12-21T12:00:00Z,281350,EUR,8485386A09
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858663,active,2020-12-21T12:00:00Z,71425,EUR,8485585E40
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857285,active,2020-12-21T12:00:00Z,223900,EUR,84848163AA
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1910598,active,2021-02-04T12:00:00Z,375750,EUR,84848965AE
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858331,active,2020-12-21T12:00:00Z,198467.5,EUR,8485019B2D
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858541,active,2020-12-21T12:00:00Z,132500,EUR,8485237F12
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857276,active,2020-12-21T12:00:00Z,176800,EUR,8484795256
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858595,active,2020-12-21T12:00:00Z,140675,EUR,8485452083
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858167,active,2020-12-21T12:00:00Z,230425,EUR,8484997906
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858153,active,2020-12-21T12:00:00Z,251125,EUR,8484981BD1
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852075,active,2020-12-21T12:00:00Z,561050,EUR,84829911A1
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855051,active,2020-12-21T12:00:00Z,531025,EUR,8483656666
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858438,active,2020-12-21T12:00:00Z,117800,EUR,8485065126
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857082,active,2020-12-21T12:00:00Z,192125,EUR,84843123C0
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858534,active,2020-12-21T12:00:00Z,522950,EUR,8485069472
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858546,active,2020-12-21T12:00:00Z,336357.5,EUR,8485243409
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857208,active,2020-12-21T12:00:00Z,119250,EUR,8484425101
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852043,active,2020-12-21T12:00:00Z,194072.5,EUR,84829732C6
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857443,active,2020-12-21T12:00:00Z,298225,EUR,84849523E5
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858567,active,2020-12-21T12:00:00Z,66250,EUR,848529816D
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858422,active,2020-12-21T12:00:00Z,443650,EUR,8485058B5C
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858174,active,2020-12-21T12:00:00Z,461050,EUR,8485005F9E
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857051,active,2020-12-21T12:00:00Z,117075,EUR,84842608D5
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852310,active,2021-01-08T12:00:00Z,221825,EUR,8483025DAC
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857166,active,2020-12-21T12:00:00Z,353400,EUR,8484363DD3
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857046,active,2020-12-21T12:00:00Z,396050,EUR,8484249FBF
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857290,active,2020-12-21T12:00:00Z,130325,EUR,84848217C9
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1866992,active,2020-12-21T12:00:00Z,128775,EUR,848431670C
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852193,active,2020-12-21T12:00:00Z,525125,EUR,8483011222
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858548,active,2020-12-21T12:00:00Z,105275,EUR,8485274D9B
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1866994,active,2020-12-21T12:00:00Z,414675,EUR,8484319985
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852168,active,2020-12-21T12:00:00Z,276475,EUR,848300907C
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1914112,active,2021-03-15T12:00:00Z,6625,EUR,8485233BC6
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857057,active,2020-12-21T12:00:00Z,148125,EUR,8484262A7B
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858604,active,2020-12-21T12:00:00Z,245225,EUR,8485510060
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858556,active,2020-12-21T12:00:00Z,430135,EUR,848528350B
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855293,active,2020-12-21T12:00:00Z,119250,EUR,8483915C20
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852353,active,2020-12-21T12:00:00Z,290790,EUR,8483040A0E
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852313,active,2021-01-08T12:00:00Z,255575,EUR,84830019DF
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852084,active,2020-12-21T12:00:00Z,350600,EUR,848299441A
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858621,active,2020-12-21T12:00:00Z,64800,EUR,848557994E
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1866998,active,2021-01-11T12:00:00Z,135600,EUR,8484874387
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1854952,active,2020-12-21T12:00:00Z,157550,EUR,8483428A3E
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855023,active,2020-12-21T12:00:00Z,190973.75,EUR,8483612218
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857268,active,2020-12-21T12:00:00Z,212200,EUR,8484791F05
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1854912,active,2020-12-21T12:00:00Z,365925,EUR,8483232880
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858181,active,2020-12-21T12:00:00Z,164275,EUR,848501363B
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858607,active,2020-12-21T12:00:00Z,152475,EUR,8485521971
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852106,active,2020-12-21T12:00:00Z,128775,EUR,84829954ED
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857214,active,2020-12-21T12:00:00Z,422025,EUR,8484439C8B
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857160,active,2020-12-21T12:00:00Z,139225,EUR,8484360B5A
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1855006,active,2020-12-21T12:00:00Z,261300,EUR,8483536360
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858382,active,2020-12-21T12:00:00Z,164900,EUR,8485037A08
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857149,active,2020-12-21T12:00:00Z,240050,EUR,8484340AD9
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857390,active,2020-12-21T12:00:00Z,59625,EUR,8484847D3C
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852279,active,2020-12-21T12:00:00Z,143675,EUR,84830198BA
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857218,active,2020-12-21T12:00:00Z,223275,EUR,848445381A
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1857061,active,2020-12-21T12:00:00Z,196675,EUR,84842711EB
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858405,active,2020-12-21T12:00:00Z,175350,EUR,8485046178
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1852187,active,2020-12-21T12:00:00Z,272550,EUR,848301014F
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1858611,active,2020-12-21T12:00:00Z,115857.5,EUR,848553335A
ocds-hu01ve-7918864,ocds-hu01ve-7918864-01,1854997,active,2020-12-21T12:00:00Z,432475,EUR,8483525A4A
ocds-hu01ve-7922542,ocds-hu01ve-7922542-01,1839652,active,2020-11-26T12:00:00Z,400000,EUR,8487280505
ocds-hu01ve-7987815,ocds-hu01ve-7987815-01,1968032,active,2020-10-19T12:00:00Z,75000,EUR,8560773D5A
ocds-hu01ve-7915282,ocds-hu01ve-7915282-01,1923502,active,2020-10-19T12:00:00Z,325642,EUR,84784015D6
ocds-hu01ve-7906811,ocds-hu01ve-7906811-01,1816728,active,2020-10-29T12:00:00Z,124156.92,EUR,8468710891
ocds-hu01ve-7912940,ocds-hu01ve-7912940-01,1939837,active,2021-02-10T12:00:00Z,677870.2,EUR,84754556B8
ocds-hu01ve-7912940,ocds-hu01ve-7912940-01,1939827,active,2021-02-10T12:00:00Z,507925.34,EUR,847545243F
ocds-hu01ve-7912940,ocds-hu01ve-7912940-01,1939793,active,2021-02-10T12:00:00Z,360342.83,EUR,8475443CCF
ocds-hu01ve-7912940,ocds-hu01ve-7912940-01,1939823,active,2021-02-10T12:00:00Z,545429.81,EUR,8475450299
ocds-hu01ve-7893752,ocds-hu01ve-7893752-01,1838076,active,2020-10-01T12:00:00Z,1277.67,EUR,84539178FF
ocds-hu01ve-7893752,ocds-hu01ve-7893752-01,1838053,active,2020-10-01T12:00:00Z,2619.33,EUR,84539471C3
ocds-hu01ve-7893752,ocds-hu01ve-7893752-01,1838570,active,2020-10-01T12:00:00Z,4398,EUR,8453870238
ocds-hu01ve-7893752,ocds-hu01ve-7893752-01,1838567,active,2020-10-01T12:00:00Z,1543.7,EUR,8453846E66
ocds-hu01ve-7893752,ocds-hu01ve-7893752-01,1838113,active,2020-10-01T12:00:00Z,7420.13,EUR,84533748E6
ocds-hu01ve-7858970,ocds-hu01ve-7858970-01,1802168,active,2020-09-09T12:00:00Z,41432.99,EUR,8413712EC6
ocds-hu01ve-7895889,ocds-hu01ve-7895889-01,1861797,active,2020-12-16T12:00:00Z,2112.76,EUR,84558758CA
ocds-hu01ve-7895889,ocds-hu01ve-7895889-01,1861802,active,2020-12-16T12:00:00Z,1971.32,EUR,84559105AD
ocds-hu01ve-7895889,ocds-hu01ve-7895889-01,1861785,active,2020-12-16T12:00:00Z,2922.45,EUR,8455824EB2
ocds-hu01ve-7894131,ocds-hu01ve-7894131-01,2115252,active,2020-10-01T12:00:00Z,1074000,EUR,845372066E
ocds-hu01ve-7938390,ocds-hu01ve-7938390-01,1860843,active,2020-11-26T12:00:00Z,61352.12,EUR,850593579C
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2101122,active,2022-01-12T12:00:00Z,49500,EUR,8421430FDE
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2101138,active,2022-01-12T12:00:00Z,12000,EUR,84214429C7
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2095762,active,2022-01-12T12:00:00Z,50400,EUR,8421238171
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2101083,active,2022-01-12T12:00:00Z,25280,EUR,8421369D88
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2101007,active,2022-01-12T12:00:00Z,36000,EUR,84212982F4
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2101038,active,2022-01-12T12:00:00Z,18250,EUR,842132593A
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2095631,active,2022-01-12T12:00:00Z,1160,EUR,8421137E14
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2100995,active,2022-01-12T12:00:00Z,68385,EUR,84212825BF
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2095707,active,2022-01-12T12:00:00Z,58900,EUR,8421212BF9
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2095363,active,2022-01-12T12:00:00Z,890,EUR,84210820B5
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2095286,active,2022-01-12T12:00:00Z,1620,EUR,8421063107
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2095781,active,2022-01-12T12:00:00Z,16500,EUR,8421268A30
ocds-hu01ve-7865447,ocds-hu01ve-7865447-01,2095522,active,2022-01-12T12:00:00Z,1715,EUR,8421126503
ocds-hu01ve-7919009,ocds-hu01ve-7919009-01,1976007,active,2021-03-31T12:00:00Z,140391.75,EUR,848284377D
ocds-hu01ve-7860711,ocds-hu01ve-7860711-01,1794060,active,2020-10-01T12:00:00Z,336000,EUR,8415833517
ocds-hu01ve-7923203,ocds-hu01ve-7923203-01,1814690,active,2020-10-26T12:00:00Z,44100,EUR,848799965B
ocds-hu01ve-7907878,ocds-hu01ve-7907878-01,1797509,active,2020-10-09T12:00:00Z,49000,EUR,8470070ADF
ocds-hu01ve-7921209,ocds-hu01ve-7921209-01,1812759,active,2020-10-29T12:00:00Z,36470.49,EUR,8485842259
ocds-hu01ve-7904146,ocds-hu01ve-7904146-01,1865652,active,2020-11-19T12:00:00Z,96673.5,EUR,846550106D
ocds-hu01ve-7923041,ocds-hu01ve-7923041-01,1841178,active,2020-10-27T12:00:00Z,66840,EUR,8487792B87
ocds-hu01ve-7867090,ocds-hu01ve-7867090-01,1812534,active,2020-10-15T12:00:00Z,56122.49,EUR,84229695E7
ocds-hu01ve-7893644,ocds-hu01ve-7893644-01,1876393,active,2020-11-27T12:00:00Z,159505.91,EUR,8453227F95
ocds-hu01ve-7916497,ocds-hu01ve-7916497-01,1958273,active,2020-11-19T12:00:00Z,151800.72,EUR,8479828F6C
ocds-hu01ve-7922524,ocds-hu01ve-7922524-01,1999907,active,2020-11-03T12:00:00Z,113598.83,EUR,84872750E6
ocds-hu01ve-7865476,ocds-hu01ve-7865476-01,1940561,active,2021-05-10T12:00:00Z,184371.81,EUR,8421042FAE
ocds-hu01ve-7869131,ocds-hu01ve-7869131-01,1840726,active,2020-10-28T12:00:00Z,52163.28,EUR,84252819D2
ocds-hu01ve-7914348,ocds-hu01ve-7914348-01,2074158,active,2020-11-18T12:00:00Z,170250,EUR,847704245B
ocds-hu01ve-7925930,ocds-hu01ve-7925930-01,1959530,active,2020-11-03T12:00:00Z,38438.5,EUR,84912419BC
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814133,active,2020-10-23T12:00:00Z,22620,EUR,849486150F
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814097,active,2020-10-23T12:00:00Z,12000,EUR,849463066E
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814118,active,2020-10-23T12:00:00Z,135810,EUR,849492490B
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814081,active,2020-10-23T12:00:00Z,104697.11,EUR,8494601E7D
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814112,active,2020-10-23T12:00:00Z,6150,EUR,84947086CC
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814129,active,2020-10-23T12:00:00Z,14647.09,EUR,8494797040
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814139,active,2020-10-23T12:00:00Z,38540,EUR,849489511F
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814136,active,2020-10-23T12:00:00Z,13560,EUR,8494884809
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814113,active,2020-10-23T12:00:00Z,24000,EUR,8494755D93
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814101,active,2020-10-23T12:00:00Z,31160,EUR,8494678E08
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814125,active,2020-10-23T12:00:00Z,24960,EUR,8494773C6E
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814140,active,2020-10-23T12:00:00Z,12480,EUR,8494913FF5
ocds-hu01ve-7929001,ocds-hu01ve-7929001-01,1814124,active,2020-10-23T12:00:00Z,10000,EUR,849496393A
ocds-hu01ve-7907358,ocds-hu01ve-7907358-01,1879027,active,2020-10-15T12:00:00Z,70730,EUR,8469410A39
ocds-hu01ve-7992396,ocds-hu01ve-7992396-01,1900892,active,2020-10-12T12:00:00Z,65874.07,EUR,856597957D
ocds-hu01ve-7903357,ocds-hu01ve-7903357-01,1832015,active,2020-11-18T12:00:00Z,1528822.35,EUR,8464704EB4
ocds-hu01ve-7903357,ocds-hu01ve-7903357-01,1829303,active,2020-11-18T12:00:00Z,1387718.52,EUR,8464712551
ocds-hu01ve-7903357,ocds-hu01ve-7903357-01,1829288,active,2020-11-18T12:00:00Z,1624590.87,EUR,84647092D8
ocds-hu01ve-7903357,ocds-hu01ve-7903357-01,1829208,active,2020-11-18T12:00:00Z,1609024.5,EUR,846470605F
ocds-hu01ve-7903357,ocds-hu01ve-7903357-01,1828772,active,2020-11-18T12:00:00Z,2631846.63,EUR,8464699A95
ocds-hu01ve-7903357,ocds-hu01ve-7903357-01,1829317,active,2020-11-18T12:00:00Z,1566817.53,EUR,84647146F7
ocds-hu01ve-7903357,ocds-hu01ve-7903357-01,1829249,active,2020-11-18T12:00:00Z,1722722.13,EUR,8464707132
ocds-hu01ve-7903357,ocds-hu01ve-7903357-01,1828833,active,2020-11-18T12:00:00Z,2652662.99,EUR,8464702D0E
ocds-hu01ve-7919949,ocds-hu01ve-7919949-01,1930849,active,2020-10-26T12:00:00Z,54000,EUR,8484076100
ocds-hu01ve-7916947,ocds-hu01ve-7916947-01,1859546,active,2020-11-18T12:00:00Z,53650,EUR,8480389E60
ocds-hu01ve-7914570,ocds-hu01ve-7914570-01,1814874,active,2020-11-04T12:00:00Z,6179.91,EUR,8477360AC5
ocds-hu01ve-7965206,ocds-hu01ve-7965206-01,1850858,active,2020-11-26T12:00:00Z,75000,EUR,85366602B0
ocds-hu01ve-7900549,ocds-hu01ve-7900549-01,1804213,active,2020-10-14T12:00:00Z,51372.26,EUR,8461366C1A
ocds-hu01ve-7887679,ocds-hu01ve-7887679-01,1818372,active,2020-11-10T12:00:00Z,13433.84,EUR,8446280ABE
ocds-hu01ve-7895579,ocds-hu01ve-7895579-01,1879899,active,2020-10-23T12:00:00Z,110629.87,EUR,8455368667
ocds-hu01ve-7925269,ocds-hu01ve-7925269-01,1986868,active,2020-10-22T12:00:00Z,146250,EUR,8490339164
ocds-hu01ve-7925269,ocds-hu01ve-7925269-01,1986863,active,2020-10-22T12:00:00Z,77025,EUR,8490332B9A
ocds-hu01ve-7925269,ocds-hu01ve-7925269-01,1986869,active,2020-10-22T12:00:00Z,712500,EUR,8490344583
ocds-hu01ve-7920742,ocds-hu01ve-7920742-01,1871224,active,2020-10-30T12:00:00Z,89942.68,EUR,84851875D2
ocds-hu01ve-7895007,ocds-hu01ve-7895007-01,1923319,active,2021-01-25T12:00:00Z,4000000,EUR,84547719BD
ocds-hu01ve-7905471,ocds-hu01ve-7905471-01,1863292,active,2020-10-23T12:00:00Z,1200000,EUR,84669750CF
ocds-hu01ve-7868975,ocds-hu01ve-7868975-01,1883064,active,2021-01-28T12:00:00Z,1563686.87,EUR,8425113F2D
ocds-hu01ve-7908223,ocds-hu01ve-7908223-01,1854216,active,2020-10-28T12:00:00Z,94958.25,EUR,8470318788
ocds-hu01ve-8323530,ocds-hu01ve-8323530-01,2060805,active,2021-10-21T12:00:00Z,95000,EUR,89488611B7
ocds-hu01ve-7885754,ocds-hu01ve-7885754-01,1811010,active,2020-10-29T12:00:00Z,49959,EUR,8444068958
ocds-hu01ve-7908039,ocds-hu01ve-7908039-01,1887495,active,2021-01-25T12:00:00Z,1601250.19,EUR,8470090B60
ocds-hu01ve-7919248,ocds-hu01ve-7919248-01,1858684,active,2020-10-30T12:00:00Z,402000,EUR,8483176A49
ocds-hu01ve-7894385,ocds-hu01ve-7894385-01,1879758,active,2021-02-02T12:00:00Z,518437.5,EUR,84540495EE
ocds-hu01ve-7947349,ocds-hu01ve-7947349-01,1857440,active,2020-12-31T12:00:00Z,1102250.35,EUR,8516477326
ocds-hu01ve-7917356,ocds-hu01ve-7917356-01,1901652,active,2021-02-23T12:00:00Z,196195,EUR,8480869A7D
ocds-hu01ve-7906792,ocds-hu01ve-7906792-01,2037745,active,2020-10-27T12:00:00Z,230799.65,EUR,8468693A89
ocds-hu01ve-7887197,ocds-hu01ve-7887197-01,1811738,active,2020-10-16T12:00:00Z,65574,EUR,8445761E72
ocds-hu01ve-7929988,ocds-hu01ve-7929988-01,1850140,active,2020-11-23T12:00:00Z,74000,EUR,84956586C3
ocds-hu01ve-7882766,ocds-hu01ve-7882766-01,1903534,active,2021-02-02T12:00:00Z,606475,EUR,84404320D5
ocds-hu01ve-7882766,ocds-hu01ve-7882766-01,1903603,active,2021-02-02T12:00:00Z,433200,EUR,8440449ED8
ocds-hu01ve-7894872,ocds-hu01ve-7894872-01,1886748,active,2020-10-28T12:00:00Z,88425,EUR,8454590461
ocds-hu01ve-7912816,ocds-hu01ve-7912816-01,1863951,active,2021-01-20T12:00:00Z,66284,EUR,8475304A1B
ocds-hu01ve-7928527,ocds-hu01ve-7928527-01,2102343,active,2020-12-23T12:00:00Z,75000,EUR,84940729F3
ocds-hu01ve-7919075,ocds-hu01ve-7919075-01,1984744,active,2020-10-30T12:00:00Z,550000,EUR,8483131528
ocds-hu01ve-7893535,ocds-hu01ve-7893535-01,1800904,active,2020-10-15T12:00:00Z,188524,EUR,8453084995
ocds-hu01ve-7909765,ocds-hu01ve-7909765-01,2017394,active,2020-12-23T12:00:00Z,89815,EUR,8472458D82
ocds-hu01ve-7848099,ocds-hu01ve-7848099-01,1803906,active,2020-10-19T12:00:00Z,10600,EUR,8463477A28
ocds-hu01ve-7848099,ocds-hu01ve-7848099-01,1803863,active,2020-10-12T12:00:00Z,6540,EUR,8463430361
ocds-hu01ve-7848099,ocds-hu01ve-7848099-01,1803819,active,2020-10-19T12:00:00Z,51410,EUR,8463404DE9
ocds-hu01ve-7848099,ocds-hu01ve-7848099-01,1803877,active,2020-10-12T12:00:00Z,3700,EUR,84634568D4
ocds-hu01ve-7890918,ocds-hu01ve-7890918-01,1913274,active,2020-11-26T12:00:00Z,72093.4,EUR,8450259E50
ocds-hu01ve-7923025,ocds-hu01ve-7923025-01,1945157,active,2020-11-12T12:00:00Z,253345.56,EUR,84877611F5
ocds-hu01ve-7917405,ocds-hu01ve-7917405-01,1817220,active,2020-11-10T12:00:00Z,135864,EUR,8480933F4C
ocds-hu01ve-8073621,ocds-hu01ve-8073621-01,1893153,active,2020-10-19T12:00:00Z,3153,EUR,8659089A49
ocds-hu01ve-7780249,ocds-hu01ve-7780249-01,2030662,active,2020-12-14T12:00:00Z,32703.47,EUR,832048596D
