ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/awardID,releases/0/contracts/0/period/startDate,releases/0/contracts/0/period/endDate,releases/0/contracts/0/dateSigned
ocds-hu01ve-7912570,ocds-hu01ve-7912570-01,1850096,1850096,,2020-12-11T12:00:00Z,
ocds-hu01ve-7922987,ocds-hu01ve-7922987-01,1841749,1841749,,2021-05-04T12:00:00Z,2020-11-18T12:00:00Z
ocds-hu01ve-7927847,ocds-hu01ve-7927847-01,1810523,1810523,2020-10-22T12:00:00Z,2021-06-30T12:00:00Z,2020-10-22T12:00:00Z
ocds-hu01ve-7915410,ocds-hu01ve-7915410-01,1891157,1891157,,2021-03-25T12:00:00Z,2020-11-20T12:00:00Z
ocds-hu01ve-7882006,ocds-hu01ve-7882006-01,1827622,1827622,,2023-12-31T12:00:00Z,
ocds-hu01ve-7925044,ocds-hu01ve-7925044-01,1856931,1856931,,2022-09-30T12:00:00Z,
ocds-hu01ve-7905001,ocds-hu01ve-7905001-01,1817531,1817531,,2020-10-16T12:00:00Z,
ocds-hu01ve-7926558,ocds-hu01ve-7926558-01,1837056,1837056,2021-02-17T12:00:00Z,2021-04-10T12:00:00Z,2021-02-17T12:00:00Z
ocds-hu01ve-7905195,ocds-hu01ve-7905195-01,1965428,1965428,2020-11-17T12:00:00Z,2020-12-12T12:00:00Z,2020-11-17T12:00:00Z
ocds-hu01ve-7911560,ocds-hu01ve-7911560-01,1829762,1829762,,2021-12-15T12:00:00Z,2020-11-27T12:00:00Z
ocds-hu01ve-7904957,ocds-hu01ve-7904957-01,2074871,2074871,,2020-12-19T12:00:00Z,
ocds-hu01ve-7908863,ocds-hu01ve-7908863-01,2087714,2087714,,2021-08-12T12:00:00Z,2021-04-22T12:00:00Z
ocds-hu01ve-7928806,ocds-hu01ve-7928806-01,1812019,1812019,,2021-07-23T12:00:00Z,2021-01-25T12:00:00Z
ocds-hu01ve-7920424,ocds-hu01ve-7920424-01,2095665,2095665,,2021-02-28T12:00:00Z,
ocds-hu01ve-7885876,ocds-hu01ve-7885876-01,1833165,1833165,2020-10-01T12:00:00Z,2021-09-30T12:00:00Z,
ocds-hu01ve-8062110,ocds-hu01ve-8062110-01,1962708,1962708,,2021-02-27T12:00:00Z,2021-04-29T12:00:00Z
ocds-hu01ve-7898299,ocds-hu01ve-7898299-01,1834938,1834938,2020-10-23T12:00:00Z,2020-12-31T12:00:00Z,2020-10-22T12:00:00Z
ocds-hu01ve-7852237,ocds-hu01ve-7852237-01,1859016,1859016,2020-10-27T12:00:00Z,2023-10-26T12:00:00Z,2020-10-27T12:00:00Z
ocds-hu01ve-7905428,ocds-hu01ve-7905428-01,1820796,1820796,,2020-11-30T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7899741,ocds-hu01ve-7899741-01,1829069,1829069,,2021-10-15T12:00:00Z,
ocds-hu01ve-7936738,ocds-hu01ve-7936738-01,1814158,1814158,,2020-11-06T12:00:00Z,
ocds-hu01ve-7920434,ocds-hu01ve-7920434-01,1834602,1834602,,2020-12-04T12:00:00Z,
ocds-hu01ve-7912976,ocds-hu01ve-7912976-01,1942943,1942943,2021-01-11T12:00:00Z,2021-03-28T12:00:00Z,2021-01-11T12:00:00Z
ocds-hu01ve-7910279,ocds-hu01ve-7910279-01,1949724,1949724,2020-12-15T12:00:00Z,2020-12-16T12:00:00Z,2020-12-15T12:00:00Z
ocds-hu01ve-7889603,ocds-hu01ve-7889603-01,1976197,1976197,,2024-01-20T12:00:00Z,2021-02-12T12:00:00Z
ocds-hu01ve-7889603,ocds-hu01ve-7889603-01,1976218,1976218,,2024-01-20T12:00:00Z,2021-03-17T12:00:00Z
ocds-hu01ve-7889603,ocds-hu01ve-7889603-01,1976233,1976233,,2024-01-20T12:00:00Z,2021-03-09T12:00:00Z
ocds-hu01ve-7889603,ocds-hu01ve-7889603-01,1976265,1976265,,2024-01-20T12:00:00Z,2021-01-20T12:00:00Z
ocds-hu01ve-7897830,ocds-hu01ve-7897830-01,2053375,2053375,,2021-10-29T12:00:00Z,2020-10-26T12:00:00Z
ocds-hu01ve-7916258,ocds-hu01ve-7916258-01,2081048,2081048,,2020-12-19T12:00:00Z,2020-11-23T12:00:00Z
ocds-hu01ve-7903657,ocds-hu01ve-7903657-01,1919728,1919728,,2020-12-03T12:00:00Z,2020-11-13T12:00:00Z
ocds-hu01ve-7968782,ocds-hu01ve-7968782-01,1840764,1840764,,2022-12-23T12:00:00Z,2020-12-22T12:00:00Z
ocds-hu01ve-7926547,ocds-hu01ve-7926547-01,1839474,1839474,,2020-11-10T12:00:00Z,
ocds-hu01ve-7905820,ocds-hu01ve-7905820-01,1816009,1816009,,2020-12-15T12:00:00Z,2020-10-28T12:00:00Z
ocds-hu01ve-7925211,ocds-hu01ve-7925211-01,2041033,2041033,,2022-11-10T12:00:00Z,
ocds-hu01ve-7911462,ocds-hu01ve-7911462-01,1884997,1884997,,2020-12-31T12:00:00Z,
ocds-hu01ve-7894808,ocds-hu01ve-7894808-01,1800513,1800513,,2023-09-30T12:00:00Z,
ocds-hu01ve-7928461,ocds-hu01ve-7928461-01,1880724,1880724,,2021-06-07T12:00:00Z,2020-12-30T12:00:00Z
ocds-hu01ve-7889424,ocds-hu01ve-7889424-01,2033781,2033781,,2021-03-04T12:00:00Z,2020-11-30T12:00:00Z
ocds-hu01ve-7894674,ocds-hu01ve-7894674-01,1929045,1929045,,2021-02-28T12:00:00Z,2020-12-10T12:00:00Z
ocds-hu01ve-7928696,ocds-hu01ve-7928696-01,1875148,1875148,2021-01-01T12:00:00Z,2021-12-31T12:00:00Z,
ocds-hu01ve-7892390,ocds-hu01ve-7892390-01,1853120,1853120,2020-12-22T12:00:00Z,2021-02-22T12:00:00Z,2020-12-22T12:00:00Z
ocds-hu01ve-7904019,ocds-hu01ve-7904019-01,1994530,1994530,,2021-01-31T12:00:00Z,2020-11-23T12:00:00Z
ocds-hu01ve-7896881,ocds-hu01ve-7896881-01,1794454,1794454,2020-10-02T12:00:00Z,2022-07-16T12:00:00Z,2020-10-02T12:00:00Z
ocds-hu01ve-7920998,ocds-hu01ve-7920998-01,1882625,1882625,,2023-12-31T12:00:00Z,2021-04-16T12:00:00Z
ocds-hu01ve-7905369,ocds-hu01ve-7905369-01,1898926,1898926,,2021-02-03T12:00:00Z,2020-12-04T12:00:00Z
ocds-hu01ve-7908365,ocds-hu01ve-7908365-01,1839526,1839526,,2021-04-23T12:00:00Z,2021-02-15T12:00:00Z
ocds-hu01ve-7909744,ocds-hu01ve-7909744-01,1838912,1838912,,2023-09-30T12:00:00Z,2020-10-16T12:00:00Z
ocds-hu01ve-7904562,ocds-hu01ve-7904562-01,1993257,1993257,,2021-02-12T12:00:00Z,2020-11-05T12:00:00Z
ocds-hu01ve-7898230,ocds-hu01ve-7898230-01,2059872,2059872,,2021-03-15T12:00:00Z,
ocds-hu01ve-7922043,ocds-hu01ve-7922043-01,1832128,1832128,,2021-02-23T12:00:00Z,2020-12-23T12:00:00Z
ocds-hu01ve-7902196,ocds-hu01ve-7902196-01,1886004,1886004,,2020-12-24T12:00:00Z,
ocds-hu01ve-7902196,ocds-hu01ve-7902196-01,1888804,1888804,,2020-12-22T12:00:00Z,2020-12-28T12:00:00Z
ocds-hu01ve-7952211,ocds-hu01ve-7952211-01,1870658,1870658,,2021-12-31T12:00:00Z,
ocds-hu01ve-7908413,ocds-hu01ve-7908413-01,1881973,1881973,,2024-01-11T12:00:00Z,2021-01-12T12:00:00Z
ocds-hu01ve-7908413,ocds-hu01ve-7908413-01,1881936,1881936,,2024-01-11T12:00:00Z,2021-01-12T12:00:00Z
ocds-hu01ve-7908413,ocds-hu01ve-7908413-01,1881985,1881985,,2024-01-11T12:00:00Z,2021-01-12T12:00:00Z
ocds-hu01ve-7908413,ocds-hu01ve-7908413-01,1881982,1881982,,2024-01-11T12:00:00Z,2021-01-12T12:00:00Z
ocds-hu01ve-7908413,ocds-hu01ve-7908413-01,1881988,1881988,,2024-01-11T12:00:00Z,2021-01-12T12:00:00Z
ocds-hu01ve-7892504,ocds-hu01ve-7892504-01,1898786,1898786,,2022-04-15T12:00:00Z,2021-04-16T12:00:00Z
ocds-hu01ve-7920238,ocds-hu01ve-7920238-01,1846655,1846655,,2025-01-03T12:00:00Z,2020-12-16T12:00:00Z
ocds-hu01ve-7896390,ocds-hu01ve-7896390-01,1794961,1794961,,2021-09-30T12:00:00Z,
ocds-hu01ve-7906699,ocds-hu01ve-7906699-01,1816634,1816634,,2021-07-22T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7988202,ocds-hu01ve-7988202-01,1838880,1838880,,2021-06-30T12:00:00Z,
ocds-hu01ve-7901747,ocds-hu01ve-7901747-01,2067049,2067049,2021-06-01T12:00:00Z,2022-12-31T12:00:00Z,2020-10-12T12:00:00Z
ocds-hu01ve-7912524,ocds-hu01ve-7912524-01,1807630,1807630,,2021-06-07T12:00:00Z,2020-10-23T12:00:00Z
ocds-hu01ve-7917441,ocds-hu01ve-7917441-01,1878714,1878714,2020-11-30T12:00:00Z,2020-12-31T12:00:00Z,2020-11-30T12:00:00Z
ocds-hu01ve-7921048,ocds-hu01ve-7921048-01,1818722,1818722,2020-12-01T12:00:00Z,2022-11-30T12:00:00Z,2020-11-11T12:00:00Z
ocds-hu01ve-7902695,ocds-hu01ve-7902695-01,1826731,1826731,,2021-04-07T12:00:00Z,2020-12-01T12:00:00Z
ocds-hu01ve-7866639,ocds-hu01ve-7866639-01,1841688,1841688,,2021-12-31T12:00:00Z,2021-01-13T12:00:00Z
ocds-hu01ve-7912996,ocds-hu01ve-7912996-01,1902010,1902010,,2024-01-31T12:00:00Z,2021-02-22T12:00:00Z
ocds-hu01ve-7896391,ocds-hu01ve-7896391-01,1843577,1843577,,2020-11-20T12:00:00Z,
ocds-hu01ve-7898169,ocds-hu01ve-7898169-01,1923634,1923634,,2020-12-07T12:00:00Z,
ocds-hu01ve-7914298,ocds-hu01ve-7914298-01,1879030,1879030,,2021-05-31T12:00:00Z,
ocds-hu01ve-7915977,ocds-hu01ve-7915977-01,1836992,1836992,,2021-04-05T12:00:00Z,
ocds-hu01ve-7907865,ocds-hu01ve-7907865-01,1862517,1862517,,2022-10-12T12:00:00Z,
ocds-hu01ve-7924930,ocds-hu01ve-7924930-01,1848295,1848295,2021-01-01T12:00:00Z,2021-09-30T12:00:00Z,
ocds-hu01ve-7945521,ocds-hu01ve-7945521-01,1841591,1841591,,2020-12-31T12:00:00Z,2020-12-14T12:00:00Z
ocds-hu01ve-7906561,ocds-hu01ve-7906561-01,1916956,1916956,2020-10-15T12:00:00Z,2020-12-31T12:00:00Z,2020-10-15T12:00:00Z
ocds-hu01ve-7892089,ocds-hu01ve-7892089-01,2069086,2069086,,2021-04-30T12:00:00Z,2020-11-17T12:00:00Z
ocds-hu01ve-7901840,ocds-hu01ve-7901840-01,1877122,1877122,,2021-01-19T12:00:00Z,2021-01-14T12:00:00Z
ocds-hu01ve-7908906,ocds-hu01ve-7908906-01,1833806,1833806,,2021-08-14T12:00:00Z,2021-02-05T12:00:00Z
ocds-hu01ve-7933900,ocds-hu01ve-7933900-01,1826077,1826077,,2020-12-15T12:00:00Z,
ocds-hu01ve-7905206,ocds-hu01ve-7905206-01,1841203,1841203,,2021-02-18T12:00:00Z,
ocds-hu01ve-7917472,ocds-hu01ve-7917472-01,2031832,2031832,,2021-12-31T12:00:00Z,2020-11-05T12:00:00Z
ocds-hu01ve-7929070,ocds-hu01ve-7929070-01,1952107,1952107,2021-05-01T12:00:00Z,2022-04-30T12:00:00Z,2021-02-22T12:00:00Z
ocds-hu01ve-7918870,ocds-hu01ve-7918870-01,2071309,2071309,,2021-12-31T12:00:00Z,
ocds-hu01ve-7921363,ocds-hu01ve-7921363-01,1845930,1845930,,2021-12-31T12:00:00Z,
ocds-hu01ve-7898786,ocds-hu01ve-7898786-01,1957747,1957747,2020-10-02T12:00:00Z,2022-10-01T12:00:00Z,2020-10-02T12:00:00Z
ocds-hu01ve-7975055,ocds-hu01ve-7975055-01,1879055,1879055,2020-08-15T12:00:00Z,2023-08-14T12:00:00Z,
ocds-hu01ve-8355625,ocds-hu01ve-8355625-01,2091763,2091763,2021-01-20T12:00:00Z,2022-06-20T12:00:00Z,2020-12-18T12:00:00Z
ocds-hu01ve-7853698,ocds-hu01ve-7853698-01,2014733,2014733,,2021-08-23T12:00:00Z,2021-01-29T12:00:00Z
ocds-hu01ve-7905236,ocds-hu01ve-7905236-01,1843934,1843934,,2023-10-14T12:00:00Z,
ocds-hu01ve-7904903,ocds-hu01ve-7904903-01,1878704,1878704,2020-12-31T12:00:00Z,2021-12-31T12:00:00Z,2020-12-04T12:00:00Z
ocds-hu01ve-7906708,ocds-hu01ve-7906708-01,1816635,1816635,,2021-07-22T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7923492,ocds-hu01ve-7923492-01,1877210,1877210,,2022-06-30T12:00:00Z,2020-12-23T12:00:00Z
ocds-hu01ve-7924454,ocds-hu01ve-7924454-01,1826573,1826573,,2021-04-30T12:00:00Z,2020-11-12T12:00:00Z
ocds-hu01ve-7916162,ocds-hu01ve-7916162-01,1944579,1944579,,2021-11-30T12:00:00Z,2021-06-07T12:00:00Z
ocds-hu01ve-7917545,ocds-hu01ve-7917545-01,1946152,1946152,,2024-04-21T12:00:00Z,2021-04-22T12:00:00Z
ocds-hu01ve-7942991,ocds-hu01ve-7942991-01,1989269,1989269,,2020-12-11T12:00:00Z,
ocds-hu01ve-7908638,ocds-hu01ve-7908638-01,1827361,1827361,,2021-07-12T12:00:00Z,2021-06-17T12:00:00Z
ocds-hu01ve-7917338,ocds-hu01ve-7917338-01,1876786,1876786,,2021-06-30T12:00:00Z,2020-10-21T12:00:00Z
ocds-hu01ve-7889936,ocds-hu01ve-7889936-01,2029500,2029500,,2023-07-31T12:00:00Z,
ocds-hu01ve-7889936,ocds-hu01ve-7889936-01,2029598,2029598,,2023-07-31T12:00:00Z,
ocds-hu01ve-7889936,ocds-hu01ve-7889936-01,2029428,2029428,,2023-07-31T12:00:00Z,
ocds-hu01ve-7889936,ocds-hu01ve-7889936-01,2029616,2029616,,2023-07-31T12:00:00Z,
ocds-hu01ve-7889936,ocds-hu01ve-7889936-01,2029406,2029406,,2023-07-31T12:00:00Z,2021-07-23T12:00:00Z
ocds-hu01ve-7889936,ocds-hu01ve-7889936-01,2029583,2029583,,2023-07-31T12:00:00Z,
ocds-hu01ve-7889936,ocds-hu01ve-7889936-01,2029514,2029514,,2023-07-31T12:00:00Z,
ocds-hu01ve-7889936,ocds-hu01ve-7889936-01,2029540,2029540,,2023-07-31T12:00:00Z,
ocds-hu01ve-7889936,ocds-hu01ve-7889936-01,2029619,2029619,,2023-07-31T12:00:00Z,
ocds-hu01ve-7919514,ocds-hu01ve-7919514-01,1974316,1974316,,2021-07-31T12:00:00Z,
ocds-hu01ve-7905671,ocds-hu01ve-7905671-01,1938140,1938140,2019-12-05T12:00:00Z,2022-12-31T12:00:00Z,2019-12-05T12:00:00Z
ocds-hu01ve-7875072,ocds-hu01ve-7875072-01,1850285,1850285,,2025-02-14T12:00:00Z,2021-02-16T12:00:00Z
ocds-hu01ve-7909065,ocds-hu01ve-7909065-01,2069222,2069222,,2021-07-25T12:00:00Z,2021-01-25T12:00:00Z
ocds-hu01ve-7904898,ocds-hu01ve-7904898-01,1801470,1801470,2020-10-14T12:00:00Z,2020-12-31T12:00:00Z,2020-10-14T12:00:00Z
ocds-hu01ve-7900065,ocds-hu01ve-7900065-01,1818339,1818339,,2021-08-17T12:00:00Z,2021-02-17T12:00:00Z
ocds-hu01ve-7911896,ocds-hu01ve-7911896-01,1837288,1837288,,2021-07-19T12:00:00Z,2020-12-09T12:00:00Z
ocds-hu01ve-7909252,ocds-hu01ve-7909252-01,1915906,1915906,2021-02-01T12:00:00Z,2025-01-31T12:00:00Z,2021-02-01T12:00:00Z
ocds-hu01ve-7975657,ocds-hu01ve-7975657-01,1880713,1880713,2020-11-15T12:00:00Z,2022-06-30T12:00:00Z,
ocds-hu01ve-7918953,ocds-hu01ve-7918953-01,1899993,1899993,,2021-03-31T12:00:00Z,2020-10-22T12:00:00Z
ocds-hu01ve-7912346,ocds-hu01ve-7912346-01,1825663,1825663,,2021-02-26T12:00:00Z,2020-11-18T12:00:00Z
ocds-hu01ve-7912346,ocds-hu01ve-7912346-01,1825749,1825749,,2021-02-26T12:00:00Z,2020-11-09T12:00:00Z
ocds-hu01ve-7912346,ocds-hu01ve-7912346-01,1825721,1825721,,2021-02-26T12:00:00Z,2020-11-18T12:00:00Z
ocds-hu01ve-7902609,ocds-hu01ve-7902609-01,2105613,2105613,,2023-11-09T12:00:00Z,2020-11-10T12:00:00Z
ocds-hu01ve-7902609,ocds-hu01ve-7902609-01,2105590,2105590,,2023-11-09T12:00:00Z,2020-11-10T12:00:00Z
ocds-hu01ve-7914605,ocds-hu01ve-7914605-01,1809500,1809500,,2020-11-30T12:00:00Z,
ocds-hu01ve-7928252,ocds-hu01ve-7928252-01,1902985,1902985,,2021-04-30T12:00:00Z,
ocds-hu01ve-7871636,ocds-hu01ve-7871636-01,2041293,2041293,2020-10-23T12:00:00Z,2021-05-03T12:00:00Z,
ocds-hu01ve-7919728,ocds-hu01ve-7919728-01,1885325,1885325,,2021-12-31T12:00:00Z,2020-10-26T12:00:00Z
ocds-hu01ve-7900298,ocds-hu01ve-7900298-01,1872980,1872980,,2021-08-29T12:00:00Z,2021-06-05T12:00:00Z
ocds-hu01ve-7894291,ocds-hu01ve-7894291-01,2123028,2123028,,2024-12-31T12:00:00Z,2020-12-29T12:00:00Z
ocds-hu01ve-7918475,ocds-hu01ve-7918475-01,1848593,1848593,,2021-07-30T12:00:00Z,2020-10-21T12:00:00Z
ocds-hu01ve-7892923,ocds-hu01ve-7892923-01,2141045,2141045,,2022-06-30T12:00:00Z,
ocds-hu01ve-7921651,ocds-hu01ve-7921651-01,1882436,1882436,,2020-12-31T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7929022,ocds-hu01ve-7929022-01,1862533,1862533,,2020-12-11T12:00:00Z,
ocds-hu01ve-7912153,ocds-hu01ve-7912153-01,1814845,1814845,,2021-02-19T12:00:00Z,
ocds-hu01ve-7951406,ocds-hu01ve-7951406-01,1888009,1888009,,2021-02-03T12:00:00Z,
ocds-hu01ve-7951406,ocds-hu01ve-7951406-01,1888196,1888196,,2021-02-03T12:00:00Z,
ocds-hu01ve-7951406,ocds-hu01ve-7951406-01,1888109,1888109,,2021-02-03T12:00:00Z,
ocds-hu01ve-7929563,ocds-hu01ve-7929563-01,2066007,2066007,,2021-01-30T12:00:00Z,2020-11-23T12:00:00Z
ocds-hu01ve-7907169,ocds-hu01ve-7907169-01,1859739,1859739,2020-10-21T12:00:00Z,2020-11-24T12:00:00Z,2020-10-21T12:00:00Z
ocds-hu01ve-7886879,ocds-hu01ve-7886879-01,1801496,1801496,2020-10-02T12:00:00Z,2021-09-30T12:00:00Z,2020-10-02T12:00:00Z
ocds-hu01ve-7906817,ocds-hu01ve-7906817-01,1816731,1816731,,2021-07-22T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7901242,ocds-hu01ve-7901242-01,1980457,1980457,,2021-10-18T12:00:00Z,
ocds-hu01ve-7901242,ocds-hu01ve-7901242-01,1980461,1980461,,2021-10-18T12:00:00Z,
ocds-hu01ve-7901242,ocds-hu01ve-7901242-01,1980466,1980466,,2021-10-18T12:00:00Z,
ocds-hu01ve-7901305,ocds-hu01ve-7901305-01,1866551,1866551,,2020-12-31T12:00:00Z,2020-10-08T12:00:00Z
ocds-hu01ve-7911713,ocds-hu01ve-7911713-01,2017144,2017144,,2022-06-16T12:00:00Z,
ocds-hu01ve-7873739,ocds-hu01ve-7873739-01,1920880,1920880,2020-10-15T12:00:00Z,2022-10-14T12:00:00Z,2020-10-15T12:00:00Z
ocds-hu01ve-7912301,ocds-hu01ve-7912301-01,1815127,1815127,,2021-04-02T12:00:00Z,2020-11-03T12:00:00Z
ocds-hu01ve-7915071,ocds-hu01ve-7915071-01,1829620,1829620,,2021-11-30T12:00:00Z,2020-11-27T12:00:00Z
ocds-hu01ve-7892879,ocds-hu01ve-7892879-01,1844070,1844070,,2021-04-16T12:00:00Z,2020-12-16T12:00:00Z
ocds-hu01ve-7890493,ocds-hu01ve-7890493-01,1799876,1799876,2020-12-14T12:00:00Z,2021-04-13T12:00:00Z,2020-12-14T12:00:00Z
ocds-hu01ve-7914992,ocds-hu01ve-7914992-01,1901495,1901495,,2024-01-20T12:00:00Z,
ocds-hu01ve-7896977,ocds-hu01ve-7896977-01,1916969,1916969,,2023-10-30T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7924259,ocds-hu01ve-7924259-01,1984816,1984816,,2020-12-31T12:00:00Z,
ocds-hu01ve-7916335,ocds-hu01ve-7916335-01,1839006,1839006,,2021-02-28T12:00:00Z,
ocds-hu01ve-7926717,ocds-hu01ve-7926717-01,1838895,1838895,,2021-01-16T12:00:00Z,
ocds-hu01ve-7915762,ocds-hu01ve-7915762-01,1928739,1928739,2020-10-19T12:00:00Z,2020-12-09T12:00:00Z,2020-10-19T12:00:00Z
ocds-hu01ve-7897917,ocds-hu01ve-7897917-01,1821085,1821085,,2020-11-29T12:00:00Z,
ocds-hu01ve-7909208,ocds-hu01ve-7909208-01,1838855,1838855,,2023-09-30T12:00:00Z,2020-10-16T12:00:00Z
ocds-hu01ve-7905492,ocds-hu01ve-7905492-01,1907253,1907253,,2024-06-30T12:00:00Z,
ocds-hu01ve-7905492,ocds-hu01ve-7905492-01,1907339,1907339,,2020-12-31T12:00:00Z,
ocds-hu01ve-7905492,ocds-hu01ve-7905492-01,1907343,1907343,,2024-06-30T12:00:00Z,
ocds-hu01ve-7905492,ocds-hu01ve-7905492-01,1907341,1907341,,2024-06-30T12:00:00Z,
ocds-hu01ve-7950244,ocds-hu01ve-7950244-01,1962302,1962302,2020-11-17T12:00:00Z,2021-01-31T12:00:00Z,2020-11-17T12:00:00Z
ocds-hu01ve-7908090,ocds-hu01ve-7908090-01,1842284,1842284,,2022-12-31T12:00:00Z,2021-01-01T12:00:00Z
ocds-hu01ve-7926962,ocds-hu01ve-7926962-01,1857305,1857305,,2020-12-18T12:00:00Z,2020-11-19T12:00:00Z
ocds-hu01ve-7904982,ocds-hu01ve-7904982-01,2043846,2043846,,2020-12-26T12:00:00Z,2021-10-21T12:00:00Z
ocds-hu01ve-7915092,ocds-hu01ve-7915092-01,1819496,1819496,,2021-03-30T12:00:00Z,2020-11-13T12:00:00Z
ocds-hu01ve-7910181,ocds-hu01ve-7910181-01,1995110,1995110,,2021-02-22T12:00:00Z,2020-12-22T12:00:00Z
ocds-hu01ve-7910181,ocds-hu01ve-7910181-01,1995125,1995125,2020-12-22T12:00:00Z,2021-02-24T12:00:00Z,2020-12-22T12:00:00Z
ocds-hu01ve-7922361,ocds-hu01ve-7922361-01,1921221,1921221,,2021-09-30T12:00:00Z,
ocds-hu01ve-7926690,ocds-hu01ve-7926690-01,1819595,1819595,,2021-01-12T12:00:00Z,2020-11-13T12:00:00Z
ocds-hu01ve-7896919,ocds-hu01ve-7896919-01,1811760,1811760,,2021-10-21T12:00:00Z,2021-04-09T12:00:00Z
ocds-hu01ve-8294848,ocds-hu01ve-8294848-01,2009452,2009452,,2021-06-09T12:00:00Z,2020-12-03T12:00:00Z
ocds-hu01ve-7915685,ocds-hu01ve-7915685-01,2037594,2037594,2021-09-22T12:00:00Z,2022-05-10T12:00:00Z,2021-09-22T12:00:00Z
ocds-hu01ve-7902978,ocds-hu01ve-7902978-01,1860663,1860663,2021-02-18T12:00:00Z,2021-12-12T12:00:00Z,2021-02-18T12:00:00Z
ocds-hu01ve-7919981,ocds-hu01ve-7919981-01,1930850,1930850,2020-10-26T12:00:00Z,2023-09-30T12:00:00Z,2020-10-26T12:00:00Z
ocds-hu01ve-7922881,ocds-hu01ve-7922881-01,1821492,1821492,,2022-01-31T12:00:00Z,2021-01-31T12:00:00Z
ocds-hu01ve-7923190,ocds-hu01ve-7923190-01,1852811,1852811,2020-10-26T12:00:00Z,2022-10-31T12:00:00Z,2020-10-26T12:00:00Z
ocds-hu01ve-7889576,ocds-hu01ve-7889576-01,1852229,1852229,,2021-04-24T12:00:00Z,
ocds-hu01ve-8147863,ocds-hu01ve-8147863-01,1926890,1926890,2020-10-14T12:00:00Z,2021-01-31T12:00:00Z,2020-10-14T12:00:00Z
ocds-hu01ve-7905951,ocds-hu01ve-7905951-01,1811848,1811848,,2020-12-31T12:00:00Z,
ocds-hu01ve-7921165,ocds-hu01ve-7921165-01,1898659,1898659,,2022-11-08T12:00:00Z,2021-05-04T12:00:00Z
ocds-hu01ve-7920438,ocds-hu01ve-7920438-01,1837601,1837601,,2021-08-18T12:00:00Z,2020-11-18T12:00:00Z
ocds-hu01ve-7919803,ocds-hu01ve-7919803-01,2075922,2075922,,2021-12-31T12:00:00Z,
ocds-hu01ve-7961710,ocds-hu01ve-7961710-01,1870274,1870274,,2021-11-25T12:00:00Z,2020-11-25T12:00:00Z
ocds-hu01ve-7915925,ocds-hu01ve-7915925-01,2089942,2089942,2020-10-02T12:00:00Z,2021-10-30T12:00:00Z,
ocds-hu01ve-7920839,ocds-hu01ve-7920839-01,1817152,1817152,,2021-10-15T12:00:00Z,2020-12-29T12:00:00Z
ocds-hu01ve-7942570,ocds-hu01ve-7942570-01,1870606,1870606,,2020-12-31T12:00:00Z,
ocds-hu01ve-7893407,ocds-hu01ve-7893407-01,1864807,1864807,,2020-10-01T12:00:00Z,
ocds-hu01ve-7912963,ocds-hu01ve-7912963-01,1803664,1803664,,2021-10-31T12:00:00Z,
ocds-hu01ve-7909871,ocds-hu01ve-7909871-01,1864389,1864389,,2021-03-02T12:00:00Z,2020-10-18T12:00:00Z
ocds-hu01ve-7907836,ocds-hu01ve-7907836-01,2062233,2062233,,2020-12-15T12:00:00Z,
ocds-hu01ve-7907836,ocds-hu01ve-7907836-01,2062276,2062276,,2021-04-09T12:00:00Z,2020-10-13T12:00:00Z
ocds-hu01ve-7907836,ocds-hu01ve-7907836-01,2062323,2062323,,2021-04-09T12:00:00Z,
ocds-hu01ve-7917119,ocds-hu01ve-7917119-01,1855168,1855168,,2021-03-25T12:00:00Z,2021-01-07T12:00:00Z
ocds-hu01ve-7898915,ocds-hu01ve-7898915-01,1804075,1804075,,2020-11-27T12:00:00Z,2020-10-12T12:00:00Z
ocds-hu01ve-7910061,ocds-hu01ve-7910061-01,1803821,1803821,,2021-04-14T12:00:00Z,2020-11-11T12:00:00Z
ocds-hu01ve-7892676,ocds-hu01ve-7892676-01,1930567,1930567,,2020-12-24T12:00:00Z,2020-11-18T12:00:00Z
ocds-hu01ve-7918315,ocds-hu01ve-7918315-01,2053279,2053279,,2021-10-24T12:00:00Z,
ocds-hu01ve-7892171,ocds-hu01ve-7892171-01,1928949,1928949,,2022-01-12T12:00:00Z,2021-05-13T12:00:00Z
ocds-hu01ve-7902188,ocds-hu01ve-7902188-01,2035944,2035944,,2021-12-02T12:00:00Z,2021-03-08T12:00:00Z
ocds-hu01ve-7914553,ocds-hu01ve-7914553-01,1806044,1806044,,2021-04-19T12:00:00Z,2021-01-23T12:00:00Z
ocds-hu01ve-7904060,ocds-hu01ve-7904060-01,1928804,1928804,2021-01-01T12:00:00Z,2021-12-31T12:00:00Z,2020-10-15T12:00:00Z
ocds-hu01ve-7903207,ocds-hu01ve-7903207-01,1914175,1914175,,2024-10-06T12:00:00Z,
ocds-hu01ve-7790837,ocds-hu01ve-7790837-01,1814763,1814763,,2021-09-03T12:00:00Z,2020-12-22T12:00:00Z
