ocid,releases/0/id,releases/0/contracts/0/id,releases/0/contracts/0/awardID,releases/0/contracts/0/period/startDate,releases/0/contracts/0/period/endDate,releases/0/contracts/0/dateSigned
ocds-hu01ve-7912021,ocds-hu01ve-7912021-01,2011892,2011892,2020-10-16T12:00:00Z,2021-12-31T12:00:00Z,2020-10-16T12:00:00Z
ocds-hu01ve-7926379,ocds-hu01ve-7926379-01,1873138,1873138,,2021-08-28T12:00:00Z,2021-05-05T12:00:00Z
ocds-hu01ve-7908190,ocds-hu01ve-7908190-01,1879184,1879184,2020-10-12T12:00:00Z,2020-12-31T12:00:00Z,2020-10-12T12:00:00Z
ocds-hu01ve-7921326,ocds-hu01ve-7921326-01,1829662,1829662,,2021-05-31T12:00:00Z,2020-10-30T12:00:00Z
ocds-hu01ve-7894059,ocds-hu01ve-7894059-01,1890692,1890692,,2024-09-30T12:00:00Z,
ocds-hu01ve-7929466,ocds-hu01ve-7929466-01,1827513,1827513,,2021-01-25T12:00:00Z,2020-12-10T12:00:00Z
ocds-hu01ve-7906731,ocds-hu01ve-7906731-01,1816545,1816545,,2021-07-22T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7899070,ocds-hu01ve-7899070-01,1846111,1846111,2021-02-09T12:00:00Z,2024-02-08T12:00:00Z,2021-01-11T12:00:00Z
ocds-hu01ve-7970379,ocds-hu01ve-7970379-01,1867236,1867236,,2021-01-20T12:00:00Z,2020-12-01T12:00:00Z
ocds-hu01ve-7894357,ocds-hu01ve-7894357-01,1911915,1911915,,2021-05-08T12:00:00Z,2021-03-08T12:00:00Z
ocds-hu01ve-7894357,ocds-hu01ve-7894357-01,1967881,1967881,,2021-12-16T12:00:00Z,2021-06-16T12:00:00Z
ocds-hu01ve-7831619,ocds-hu01ve-7831619-01,1839681,1839681,,2021-03-18T12:00:00Z,2020-12-18T12:00:00Z
ocds-hu01ve-7885232,ocds-hu01ve-7885232-01,1879387,1879387,,2025-12-03T12:00:00Z,2020-11-30T12:00:00Z
ocds-hu01ve-7912010,ocds-hu01ve-7912010-01,1850795,1850795,2020-12-15T12:00:00Z,2022-10-31T12:00:00Z,2020-12-15T12:00:00Z
ocds-hu01ve-7912010,ocds-hu01ve-7912010-01,1850794,1850794,2020-12-15T12:00:00Z,2022-10-31T12:00:00Z,2020-12-15T12:00:00Z
ocds-hu01ve-7908065,ocds-hu01ve-7908065-01,1938103,1938103,2020-10-13T12:00:00Z,2022-11-19T12:00:00Z,2020-10-13T12:00:00Z
ocds-hu01ve-7905120,ocds-hu01ve-7905120-01,1860997,1860997,,2021-07-22T12:00:00Z,2021-02-03T12:00:00Z
ocds-hu01ve-7899794,ocds-hu01ve-7899794-01,1878136,1878136,,2021-12-31T12:00:00Z,2020-10-22T12:00:00Z
ocds-hu01ve-7873602,ocds-hu01ve-7873602-01,1921902,1921902,2020-12-18T12:00:00Z,2022-06-30T12:00:00Z,2020-12-18T12:00:00Z
ocds-hu01ve-7909684,ocds-hu01ve-7909684-01,1959823,1959823,2020-11-10T12:00:00Z,2021-03-10T12:00:00Z,2020-11-10T12:00:00Z
ocds-hu01ve-7895886,ocds-hu01ve-7895886-01,1804970,1804970,,2021-01-27T12:00:00Z,2020-10-27T12:00:00Z
ocds-hu01ve-7926742,ocds-hu01ve-7926742-01,1980563,1980563,2021-03-16T12:00:00Z,2021-07-03T12:00:00Z,2021-03-16T12:00:00Z
ocds-hu01ve-7928865,ocds-hu01ve-7928865-01,1841890,1841890,,2021-09-13T12:00:00Z,
ocds-hu01ve-7898924,ocds-hu01ve-7898924-01,1823749,1823749,,2021-03-09T12:00:00Z,2021-01-19T12:00:00Z
ocds-hu01ve-7934858,ocds-hu01ve-7934858-01,2124897,2124897,,2021-11-30T12:00:00Z,2020-10-30T12:00:00Z
ocds-hu01ve-8005218,ocds-hu01ve-8005218-01,2092913,2092913,2021-04-01T12:00:00Z,2022-01-18T12:00:00Z,
ocds-hu01ve-7883906,ocds-hu01ve-7883906-01,1875445,1875445,,2023-02-10T12:00:00Z,
ocds-hu01ve-7859689,ocds-hu01ve-7859689-01,2018494,2018494,,2021-07-19T12:00:00Z,2021-02-10T12:00:00Z
ocds-hu01ve-7864969,ocds-hu01ve-7864969-01,1828949,1828949,,2021-06-20T12:00:00Z,2021-02-15T12:00:00Z
ocds-hu01ve-7913078,ocds-hu01ve-7913078-01,2072882,2072882,,2021-03-12T12:00:00Z,2020-10-16T12:00:00Z
ocds-hu01ve-7920143,ocds-hu01ve-7920143-01,1851234,1851234,,2021-06-06T12:00:00Z,2020-11-04T12:00:00Z
ocds-hu01ve-7920371,ocds-hu01ve-7920371-01,1817799,1817799,,2021-10-26T12:00:00Z,2020-10-27T12:00:00Z
ocds-hu01ve-7920371,ocds-hu01ve-7920371-01,1817795,1817795,,2021-10-26T12:00:00Z,2020-10-27T12:00:00Z
ocds-hu01ve-7920138,ocds-hu01ve-7920138-01,1888210,1888210,,2021-02-01T12:00:00Z,2020-12-22T12:00:00Z
ocds-hu01ve-7935276,ocds-hu01ve-7935276-01,1813438,1813438,2020-10-07T12:00:00Z,2020-12-31T12:00:00Z,2020-10-07T12:00:00Z
ocds-hu01ve-7811217,ocds-hu01ve-7811217-01,1821623,1821623,,2021-01-18T12:00:00Z,2020-10-02T12:00:00Z
ocds-hu01ve-7908300,ocds-hu01ve-7908300-01,1829033,1829033,,2021-03-09T12:00:00Z,
ocds-hu01ve-7920579,ocds-hu01ve-7920579-01,1840280,1840280,,2021-07-24T12:00:00Z,2021-01-22T12:00:00Z
ocds-hu01ve-7901080,ocds-hu01ve-7901080-01,1916026,1916026,,2023-12-08T12:00:00Z,2020-11-23T12:00:00Z
ocds-hu01ve-7906829,ocds-hu01ve-7906829-01,1816456,1816456,,2021-07-22T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7889670,ocds-hu01ve-7889670-01,1842218,1842218,,2021-09-05T12:00:00Z,
ocds-hu01ve-8158210,ocds-hu01ve-8158210-01,1941524,1941524,,2021-03-30T12:00:00Z,2021-06-16T12:00:00Z
ocds-hu01ve-8005807,ocds-hu01ve-8005807-01,1898696,1898696,,2021-04-03T12:00:00Z,2021-02-03T12:00:00Z
ocds-hu01ve-7925313,ocds-hu01ve-7925313-01,1875142,1875142,2020-01-01T12:00:00Z,2020-06-30T12:00:00Z,
ocds-hu01ve-7746039,ocds-hu01ve-7746039-01,2136566,2136566,,2021-08-02T12:00:00Z,2021-06-15T12:00:00Z
ocds-hu01ve-7888390,ocds-hu01ve-7888390-01,1819485,1819485,,2021-10-01T12:00:00Z,2021-01-27T12:00:00Z
ocds-hu01ve-7917401,ocds-hu01ve-7917401-01,1815473,1815473,,2021-04-24T12:00:00Z,2020-10-23T12:00:00Z
ocds-hu01ve-7891134,ocds-hu01ve-7891134-01,1807600,1807600,,2021-11-26T12:00:00Z,2020-10-26T12:00:00Z
ocds-hu01ve-7897698,ocds-hu01ve-7897698-01,1875446,1875446,,2020-12-30T12:00:00Z,
ocds-hu01ve-7868483,ocds-hu01ve-7868483-01,1877230,1877230,,2021-11-06T12:00:00Z,2021-02-12T12:00:00Z
ocds-hu01ve-7848187,ocds-hu01ve-7848187-01,1845618,1845618,2020-10-14T12:00:00Z,2021-12-31T12:00:00Z,2020-10-14T12:00:00Z
ocds-hu01ve-7917619,ocds-hu01ve-7917619-01,1824894,1824894,,2020-12-22T12:00:00Z,2020-10-20T12:00:00Z
ocds-hu01ve-7923033,ocds-hu01ve-7923033-01,2028648,2028648,2020-10-01T12:00:00Z,2021-09-30T12:00:00Z,2020-10-01T12:00:00Z
ocds-hu01ve-7924929,ocds-hu01ve-7924929-01,1921089,1921089,2020-10-30T12:00:00Z,2021-10-31T12:00:00Z,2020-10-30T12:00:00Z
ocds-hu01ve-7918337,ocds-hu01ve-7918337-01,1839653,1839653,,2024-03-31T12:00:00Z,
ocds-hu01ve-7910745,ocds-hu01ve-7910745-01,1967147,1967147,2020-12-15T12:00:00Z,2021-12-31T12:00:00Z,2020-12-15T12:00:00Z
ocds-hu01ve-7926511,ocds-hu01ve-7926511-01,1914171,1914171,,2021-06-26T12:00:00Z,2020-12-15T12:00:00Z
ocds-hu01ve-7892891,ocds-hu01ve-7892891-01,1809850,1809850,,2021-10-31T12:00:00Z,2020-10-27T12:00:00Z
ocds-hu01ve-7837864,ocds-hu01ve-7837864-01,1974500,1974500,,2024-07-01T12:00:00Z,2021-07-30T12:00:00Z
ocds-hu01ve-7921952,ocds-hu01ve-7921952-01,1812793,1812793,,2021-03-12T12:00:00Z,
ocds-hu01ve-7901713,ocds-hu01ve-7901713-01,1920695,1920695,,2021-10-27T12:00:00Z,
ocds-hu01ve-7950122,ocds-hu01ve-7950122-01,1822167,1822167,,2022-01-31T12:00:00Z,
ocds-hu01ve-7897925,ocds-hu01ve-7897925-01,1839985,1839985,,2021-05-31T12:00:00Z,2020-10-05T12:00:00Z
ocds-hu01ve-7894414,ocds-hu01ve-7894414-01,1830115,1830115,,2020-12-15T12:00:00Z,2020-11-10T12:00:00Z
ocds-hu01ve-7925116,ocds-hu01ve-7925116-01,1838515,1838515,,2021-09-08T12:00:00Z,2021-01-19T12:00:00Z
ocds-hu01ve-7960804,ocds-hu01ve-7960804-01,1947748,1947748,2021-01-23T12:00:00Z,2021-07-28T12:00:00Z,2021-01-23T12:00:00Z
ocds-hu01ve-7894489,ocds-hu01ve-7894489-01,1821218,1821218,,2021-02-23T12:00:00Z,
ocds-hu01ve-7906020,ocds-hu01ve-7906020-01,1812481,1812481,,2023-04-30T12:00:00Z,
ocds-hu01ve-7925777,ocds-hu01ve-7925777-01,1898252,1898252,,2021-04-23T12:00:00Z,
ocds-hu01ve-7933203,ocds-hu01ve-7933203-01,1907012,1907012,,2021-01-31T12:00:00Z,2020-11-05T12:00:00Z
ocds-hu01ve-7914081,ocds-hu01ve-7914081-01,1845126,1845126,,2022-01-14T12:00:00Z,2020-12-14T12:00:00Z
ocds-hu01ve-7915211,ocds-hu01ve-7915211-01,1920301,1920301,2020-12-15T12:00:00Z,2021-07-15T12:00:00Z,2020-12-15T12:00:00Z
ocds-hu01ve-7910012,ocds-hu01ve-7910012-01,1954346,1954346,,2020-12-28T12:00:00Z,
ocds-hu01ve-7912111,ocds-hu01ve-7912111-01,2109109,2109109,,2022-12-31T12:00:00Z,2020-11-24T12:00:00Z
ocds-hu01ve-7994778,ocds-hu01ve-7994778-01,2100376,2100376,,2021-07-30T12:00:00Z,2021-01-20T12:00:00Z
ocds-hu01ve-7846323,ocds-hu01ve-7846323-01,1982313,1982313,,2021-10-08T12:00:00Z,2021-05-04T12:00:00Z
ocds-hu01ve-7882087,ocds-hu01ve-7882087-01,1836251,1836251,,2021-05-21T12:00:00Z,2020-11-06T12:00:00Z
ocds-hu01ve-7897194,ocds-hu01ve-7897194-01,1967478,1967478,,2022-09-13T12:00:00Z,2020-09-14T12:00:00Z
ocds-hu01ve-7925337,ocds-hu01ve-7925337-01,1900317,1900317,,2021-04-30T12:00:00Z,2020-11-19T12:00:00Z
ocds-hu01ve-7903463,ocds-hu01ve-7903463-01,1998941,1998941,,2020-11-23T12:00:00Z,2021-01-29T12:00:00Z
ocds-hu01ve-7858038,ocds-hu01ve-7858038-01,1934004,1934004,,2023-12-31T12:00:00Z,2020-12-14T12:00:00Z
ocds-hu01ve-7772055,ocds-hu01ve-7772055-01,1824983,1824983,,2021-11-08T12:00:00Z,2020-11-10T12:00:00Z
ocds-hu01ve-7922056,ocds-hu01ve-7922056-01,1860375,1860375,,2020-12-04T12:00:00Z,
ocds-hu01ve-7902982,ocds-hu01ve-7902982-01,1871596,1871596,2020-10-15T12:00:00Z,2023-09-07T12:00:00Z,2020-10-15T12:00:00Z
ocds-hu01ve-7930314,ocds-hu01ve-7930314-01,1821475,1821475,,2020-12-31T12:00:00Z,2020-11-12T12:00:00Z
ocds-hu01ve-7892880,ocds-hu01ve-7892880-01,1809843,1809843,,2021-10-31T12:00:00Z,2020-10-23T12:00:00Z
ocds-hu01ve-7912349,ocds-hu01ve-7912349-01,1822421,1822421,,2020-12-31T12:00:00Z,
ocds-hu01ve-7817169,ocds-hu01ve-7817169-01,1955285,1955285,2021-09-27T12:00:00Z,2022-11-26T12:00:00Z,2021-09-27T12:00:00Z
ocds-hu01ve-7917225,ocds-hu01ve-7917225-01,1887279,1887279,,2021-12-13T12:00:00Z,2021-04-02T12:00:00Z
ocds-hu01ve-7890796,ocds-hu01ve-7890796-01,1898751,1898751,,2020-11-07T12:00:00Z,2020-09-05T12:00:00Z
ocds-hu01ve-7901861,ocds-hu01ve-7901861-01,1799326,1799326,,2020-12-08T12:00:00Z,
ocds-hu01ve-7774737,ocds-hu01ve-7774737-01,1857392,1857392,,2024-04-14T12:00:00Z,2021-03-30T12:00:00Z
ocds-hu01ve-7921001,ocds-hu01ve-7921001-01,1810884,1810884,2020-10-21T12:00:00Z,2020-12-04T12:00:00Z,2020-10-21T12:00:00Z
ocds-hu01ve-7899547,ocds-hu01ve-7899547-01,1891097,1891097,,2021-06-08T12:00:00Z,2020-12-10T12:00:00Z
ocds-hu01ve-7906702,ocds-hu01ve-7906702-01,1816720,1816720,,2021-07-22T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7918215,ocds-hu01ve-7918215-01,1919933,1919933,2021-01-19T12:00:00Z,2021-02-01T12:00:00Z,
ocds-hu01ve-7925748,ocds-hu01ve-7925748-01,1850805,1850805,2021-01-26T12:00:00Z,2021-05-02T12:00:00Z,2021-01-26T12:00:00Z
ocds-hu01ve-7884746,ocds-hu01ve-7884746-01,1815988,1815988,,2020-12-27T12:00:00Z,2020-12-11T12:00:00Z
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1868722,1868722,,2022-03-01T12:00:00Z,2021-02-03T12:00:00Z
ocds-hu01ve-7905856,ocds-hu01ve-7905856-01,1840353,1840353,,2021-12-21T12:00:00Z,2021-01-19T12:00:00Z
ocds-hu01ve-7903732,ocds-hu01ve-7903732-01,1833654,1833654,2020-10-09T12:00:00Z,2020-10-09T12:00:00Z,2020-10-08T12:00:00Z
ocds-hu01ve-7903581,ocds-hu01ve-7903581-01,1818179,1818179,,2020-11-26T12:00:00Z,
ocds-hu01ve-7905147,ocds-hu01ve-7905147-01,2021012,2021012,,2021-02-26T12:00:00Z,2020-10-08T12:00:00Z
ocds-hu01ve-7930675,ocds-hu01ve-7930675-01,1814928,1814928,,2021-01-06T12:00:00Z,2020-11-07T12:00:00Z
ocds-hu01ve-7921246,ocds-hu01ve-7921246-01,1840925,1840925,,2021-04-22T12:00:00Z,
ocds-hu01ve-7787268,ocds-hu01ve-7787268-01,1945744,1945744,,2021-06-16T12:00:00Z,2021-02-12T12:00:00Z
ocds-hu01ve-7892679,ocds-hu01ve-7892679-01,1814049,1814049,,2021-12-31T12:00:00Z,2020-10-27T12:00:00Z
ocds-hu01ve-7908675,ocds-hu01ve-7908675-01,1850050,1850050,,2023-12-30T12:00:00Z,2020-12-31T12:00:00Z
ocds-hu01ve-7902319,ocds-hu01ve-7902319-01,2148479,2148479,,2021-07-16T12:00:00Z,2021-01-13T12:00:00Z
ocds-hu01ve-7921390,ocds-hu01ve-7921390-01,1948576,1948576,,2021-12-27T12:00:00Z,
ocds-hu01ve-7912290,ocds-hu01ve-7912290-01,1831770,1831770,,2021-07-09T12:00:00Z,2020-10-16T12:00:00Z
ocds-hu01ve-7920152,ocds-hu01ve-7920152-01,1859199,1859199,,2021-12-31T12:00:00Z,2021-01-21T12:00:00Z
ocds-hu01ve-7897152,ocds-hu01ve-7897152-01,1967474,1967474,,2022-09-13T12:00:00Z,2021-04-14T12:00:00Z
ocds-hu01ve-7905367,ocds-hu01ve-7905367-01,1897003,1897003,,2020-11-08T12:00:00Z,2020-10-27T12:00:00Z
ocds-hu01ve-7903305,ocds-hu01ve-7903305-01,1840839,1840839,,2025-12-29T12:00:00Z,2021-01-21T12:00:00Z
ocds-hu01ve-7921402,ocds-hu01ve-7921402-01,1960017,1960017,,2021-02-24T12:00:00Z,2020-11-12T12:00:00Z
ocds-hu01ve-7891024,ocds-hu01ve-7891024-01,2066614,2066614,,2021-06-17T12:00:00Z,
ocds-hu01ve-7922709,ocds-hu01ve-7922709-01,1810752,1810752,,2021-01-29T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7920306,ocds-hu01ve-7920306-01,1945937,1945937,,2023-03-31T12:00:00Z,
ocds-hu01ve-7894769,ocds-hu01ve-7894769-01,1828001,1828001,,2020-12-31T12:00:00Z,
ocds-hu01ve-7899185,ocds-hu01ve-7899185-01,1921001,1921001,2020-12-01T12:00:00Z,2024-06-18T12:00:00Z,2020-10-13T12:00:00Z
ocds-hu01ve-7900169,ocds-hu01ve-7900169-01,1919045,1919045,2021-01-01T12:00:00Z,2021-12-31T12:00:00Z,2020-10-05T12:00:00Z
ocds-hu01ve-7907112,ocds-hu01ve-7907112-01,1974389,1974389,,2021-05-26T12:00:00Z,2021-01-14T12:00:00Z
ocds-hu01ve-7920570,ocds-hu01ve-7920570-01,2057202,2057202,,2023-05-31T12:00:00Z,
ocds-hu01ve-7920570,ocds-hu01ve-7920570-01,2057192,2057192,,2023-05-31T12:00:00Z,
ocds-hu01ve-7915455,ocds-hu01ve-7915455-01,1968121,1968121,,2022-11-16T12:00:00Z,2020-11-17T12:00:00Z
ocds-hu01ve-7822802,ocds-hu01ve-7822802-01,1809659,1809659,,2021-01-19T12:00:00Z,
ocds-hu01ve-7926290,ocds-hu01ve-7926290-01,1809910,1809910,2020-10-01T12:00:00Z,2027-09-30T12:00:00Z,2020-10-01T12:00:00Z
ocds-hu01ve-7863442,ocds-hu01ve-7863442-01,1917508,1917508,,2023-10-31T12:00:00Z,2021-02-25T12:00:00Z
ocds-hu01ve-7899947,ocds-hu01ve-7899947-01,2036435,2036435,,2022-04-09T12:00:00Z,2021-02-04T12:00:00Z
ocds-hu01ve-7900678,ocds-hu01ve-7900678-01,1837961,1837961,,2021-05-14T12:00:00Z,
ocds-hu01ve-7922064,ocds-hu01ve-7922064-01,1893775,1893775,2020-10-29T12:00:00Z,2021-01-31T12:00:00Z,
ocds-hu01ve-7892861,ocds-hu01ve-7892861-01,1809839,1809839,,2021-10-31T12:00:00Z,2020-10-27T12:00:00Z
ocds-hu01ve-7898463,ocds-hu01ve-7898463-01,1848328,1848328,,2022-08-10T12:00:00Z,2020-11-20T12:00:00Z
ocds-hu01ve-7903297,ocds-hu01ve-7903297-01,1912917,1912917,,2026-10-08T12:00:00Z,2020-10-08T12:00:00Z
ocds-hu01ve-7901764,ocds-hu01ve-7901764-01,1913017,1913017,,2023-12-31T12:00:00Z,2021-02-11T12:00:00Z
ocds-hu01ve-7897674,ocds-hu01ve-7897674-01,1891208,1891208,,2024-03-31T12:00:00Z,2021-03-04T12:00:00Z
ocds-hu01ve-7893414,ocds-hu01ve-7893414-01,1808877,1808877,,2020-12-27T12:00:00Z,2020-11-12T12:00:00Z
ocds-hu01ve-7920090,ocds-hu01ve-7920090-01,1844616,1844616,2021-01-28T12:00:00Z,2024-05-31T12:00:00Z,2021-01-28T12:00:00Z
ocds-hu01ve-7886792,ocds-hu01ve-7886792-01,1878995,1878995,,2021-09-24T12:00:00Z,2021-04-27T12:00:00Z
ocds-hu01ve-7909401,ocds-hu01ve-7909401-01,1942087,1942087,,2022-12-31T12:00:00Z,
ocds-hu01ve-7854029,ocds-hu01ve-7854029-01,1961442,1961442,2021-07-01T12:00:00Z,2024-07-01T12:00:00Z,2021-06-29T12:00:00Z
ocds-hu01ve-7915920,ocds-hu01ve-7915920-01,1844307,1844307,,2022-06-08T12:00:00Z,2021-01-14T12:00:00Z
ocds-hu01ve-7910136,ocds-hu01ve-7910136-01,1879866,1879866,,2026-12-31T12:00:00Z,2021-01-01T12:00:00Z
ocds-hu01ve-7794113,ocds-hu01ve-7794113-01,1800610,1800610,,2021-05-22T12:00:00Z,
ocds-hu01ve-7926366,ocds-hu01ve-7926366-01,1814292,1814292,,2020-12-04T12:00:00Z,2020-11-05T12:00:00Z
ocds-hu01ve-7833008,ocds-hu01ve-7833008-01,1835950,1835950,,2022-11-30T12:00:00Z,2020-12-17T12:00:00Z
ocds-hu01ve-7931725,ocds-hu01ve-7931725-01,1818109,1818109,,2026-06-30T12:00:00Z,
ocds-hu01ve-7912747,ocds-hu01ve-7912747-01,1848963,1848963,,2021-05-08T12:00:00Z,2021-01-27T12:00:00Z
ocds-hu01ve-7936235,ocds-hu01ve-7936235-01,1876604,1876604,,2022-12-31T12:00:00Z,
ocds-hu01ve-7897003,ocds-hu01ve-7897003-01,1907835,1907835,,2021-03-26T12:00:00Z,2021-01-26T12:00:00Z
ocds-hu01ve-7914646,ocds-hu01ve-7914646-01,1817427,1817427,,2021-08-05T12:00:00Z,
ocds-hu01ve-7905574,ocds-hu01ve-7905574-01,2079342,2079342,2021-01-21T12:00:00Z,2021-07-19T12:00:00Z,2021-01-21T12:00:00Z
ocds-hu01ve-7899244,ocds-hu01ve-7899244-01,2065949,2065949,,2021-04-14T12:00:00Z,2020-11-23T12:00:00Z
ocds-hu01ve-7886256,ocds-hu01ve-7886256-01,1831518,1831518,,2020-12-31T12:00:00Z,
ocds-hu01ve-7894461,ocds-hu01ve-7894461-01,2050997,2050997,,2021-10-12T12:00:00Z,
ocds-hu01ve-7924826,ocds-hu01ve-7924826-01,1860077,1860077,,2021-02-28T12:00:00Z,2021-02-17T12:00:00Z
ocds-hu01ve-7929035,ocds-hu01ve-7929035-01,1890467,1890467,,2021-04-08T12:00:00Z,2021-03-08T12:00:00Z
ocds-hu01ve-7909853,ocds-hu01ve-7909853-01,1843701,1843701,,2021-10-31T12:00:00Z,
ocds-hu01ve-7921411,ocds-hu01ve-7921411-01,1812905,1812905,,2020-12-31T12:00:00Z,2020-11-03T12:00:00Z
ocds-hu01ve-8001011,ocds-hu01ve-8001011-01,1856073,1856073,,2021-01-21T12:00:00Z,2020-12-22T12:00:00Z
ocds-hu01ve-7925147,ocds-hu01ve-7925147-01,1923225,1923225,2020-11-17T12:00:00Z,2020-12-31T12:00:00Z,
ocds-hu01ve-7911382,ocds-hu01ve-7911382-01,1878249,1878249,,2026-02-09T12:00:00Z,
ocds-hu01ve-7912808,ocds-hu01ve-7912808-01,1829543,1829543,2021-01-25T12:00:00Z,2021-09-20T12:00:00Z,2021-01-25T12:00:00Z
ocds-hu01ve-7893881,ocds-hu01ve-7893881-01,1998373,1998373,,2021-01-08T12:00:00Z,2020-11-23T12:00:00Z
ocds-hu01ve-7954068,ocds-hu01ve-7954068-01,1826413,1826413,,2020-12-31T12:00:00Z,2020-11-19T12:00:00Z
ocds-hu01ve-7903848,ocds-hu01ve-7903848-01,1833112,1833112,,2021-05-15T12:00:00Z,2020-12-18T12:00:00Z
ocds-hu01ve-7975462,ocds-hu01ve-7975462-01,1860590,1860590,2021-02-09T12:00:00Z,2021-05-24T12:00:00Z,2021-02-09T12:00:00Z
ocds-hu01ve-7880998,ocds-hu01ve-7880998-01,1831830,1831830,,2022-11-30T12:00:00Z,2020-10-15T12:00:00Z
ocds-hu01ve-7894558,ocds-hu01ve-7894558-01,1824858,1824858,,2021-01-01T12:00:00Z,
ocds-hu01ve-7887647,ocds-hu01ve-7887647-01,1795103,1795103,2020-12-10T12:00:00Z,2021-06-11T12:00:00Z,2020-12-10T12:00:00Z
ocds-hu01ve-7914280,ocds-hu01ve-7914280-01,1819332,1819332,,2022-06-30T12:00:00Z,
ocds-hu01ve-8516101,ocds-hu01ve-8516101-01,2145432,2145432,,2020-12-10T12:00:00Z,
ocds-hu01ve-7895675,ocds-hu01ve-7895675-01,1822903,1822903,,2022-12-13T12:00:00Z,2020-12-10T12:00:00Z
ocds-hu01ve-7899921,ocds-hu01ve-7899921-01,2083002,2083002,,2020-12-31T12:00:00Z,
ocds-hu01ve-7915867,ocds-hu01ve-7915867-01,1815659,1815659,,2021-07-26T12:00:00Z,2021-01-12T12:00:00Z
ocds-hu01ve-7887130,ocds-hu01ve-7887130-01,1873098,1873098,,2022-04-13T12:00:00Z,2020-10-13T12:00:00Z
ocds-hu01ve-7884092,ocds-hu01ve-7884092-01,1872415,1872415,,2021-05-13T12:00:00Z,2020-12-03T12:00:00Z
ocds-hu01ve-7918108,ocds-hu01ve-7918108-01,1831489,1831489,,2020-12-26T12:00:00Z,2020-12-18T12:00:00Z
ocds-hu01ve-7926347,ocds-hu01ve-7926347-01,1869746,1869746,,2020-12-31T12:00:00Z,2020-10-28T12:00:00Z
ocds-hu01ve-7926484,ocds-hu01ve-7926484-01,1843389,1843389,,2021-10-27T12:00:00Z,
ocds-hu01ve-7905840,ocds-hu01ve-7905840-01,1971095,1971095,,2021-02-25T12:00:00Z,2021-01-25T12:00:00Z
ocds-hu01ve-7906456,ocds-hu01ve-7906456-01,1886904,1886904,,2020-12-18T12:00:00Z,2020-11-13T12:00:00Z
ocds-hu01ve-7903035,ocds-hu01ve-7903035-01,1876932,1876932,2020-11-02T12:00:00Z,2023-09-01T12:00:00Z,2020-11-02T12:00:00Z
ocds-hu01ve-7976684,ocds-hu01ve-7976684-01,2071628,2071628,,2021-05-22T12:00:00Z,2020-12-11T12:00:00Z
ocds-hu01ve-7893499,ocds-hu01ve-7893499-01,1865579,1865579,,2020-10-01T12:00:00Z,
ocds-hu01ve-7888724,ocds-hu01ve-7888724-01,1860976,1860976,,2021-02-25T12:00:00Z,2020-12-03T12:00:00Z
ocds-hu01ve-7905245,ocds-hu01ve-7905245-01,1891574,1891574,,2021-06-30T12:00:00Z,2021-01-26T12:00:00Z
ocds-hu01ve-7900633,ocds-hu01ve-7900633-01,1967585,1967585,,2023-10-18T12:00:00Z,2020-10-14T12:00:00Z
ocds-hu01ve-7904901,ocds-hu01ve-7904901-01,1829380,1829380,,2020-12-31T12:00:00Z,2020-11-02T12:00:00Z
ocds-hu01ve-7805944,ocds-hu01ve-7805944-01,1882240,1882240,,2021-07-30T12:00:00Z,2020-12-21T12:00:00Z
ocds-hu01ve-7892347,ocds-hu01ve-7892347-01,1811194,1811194,,2021-01-19T12:00:00Z,
ocds-hu01ve-7904650,ocds-hu01ve-7904650-01,2012891,2012891,,2022-03-24T12:00:00Z,2021-06-25T12:00:00Z
ocds-hu01ve-7909501,ocds-hu01ve-7909501-01,2000859,2000859,,2021-01-27T12:00:00Z,
ocds-hu01ve-7906698,ocds-hu01ve-7906698-01,1816505,1816505,,2021-07-22T12:00:00Z,2020-10-29T12:00:00Z
ocds-hu01ve-7885894,ocds-hu01ve-7885894-01,1888224,1888224,,2022-03-27T12:00:00Z,2021-01-05T12:00:00Z
ocds-hu01ve-7912926,ocds-hu01ve-7912926-01,1817363,1817363,,2023-12-31T12:00:00Z,
ocds-hu01ve-7911008,ocds-hu01ve-7911008-01,1987849,1987849,,2021-07-26T12:00:00Z,
ocds-hu01ve-7914333,ocds-hu01ve-7914333-01,1819350,1819350,,2022-06-30T12:00:00Z,
ocds-hu01ve-7895612,ocds-hu01ve-7895612-01,1976802,1976802,,2021-07-04T12:00:00Z,2021-01-12T12:00:00Z
ocds-hu01ve-7899383,ocds-hu01ve-7899383-01,1844749,1844749,,2021-11-20T12:00:00Z,2020-11-26T12:00:00Z
ocds-hu01ve-7896503,ocds-hu01ve-7896503-01,2050182,2050182,,2021-02-26T12:00:00Z,2020-10-28T12:00:00Z
ocds-hu01ve-7914756,ocds-hu01ve-7914756-01,1845393,1845393,2020-12-04T12:00:00Z,2021-04-30T12:00:00Z,2020-12-04T12:00:00Z
ocds-hu01ve-7913949,ocds-hu01ve-7913949-01,1813509,1813509,,2021-12-31T12:00:00Z,
ocds-hu01ve-7923297,ocds-hu01ve-7923297-01,1877225,1877225,,2023-12-31T12:00:00Z,
